vorname,anzahl,geschlecht,position
Theodor,8,m,2
Amaya,7,w,1
Asya,7,w,1
Carla,7,w,1
Ela,7,w,1
Elisabeth,7,w,1
Leni,7,w,1
Lucia,7,w,1
Luise,7,w,1
Luna,7,w,1
Maja,7,w,1
Malina,7,w,1
Mariam,7,w,1
Stella,7,w,1
Aaron,7,m,1
Aras,7,m,1
Azad,7,m,1
Carl,7,m,1
Fritz,7,m,1
Gustav,7,m,1
Hamza,7,m,1
Lasse,7,m,1
Ludwig,7,m,1
Mats,7,m,1
Miran,7,m,1
Nino,7,m,1
Valentin,7,m,1
Vincent,7,m,1
Mathilda,7,w,2
Rosalie,7,w,2
Sofia,7,w,2
Su,7,w,2
David,7,m,2
Emilian,7,m,2
Jonathan,7,m,2
Leon,7,m,2
Aliya,6,w,1
Amara,6,w,1
Aurora,6,w,1
Frieda,6,w,1
Lara,6,w,1
Lola,6,w,1
Masal,6,w,1
Nele,6,w,1
Nora,6,w,1
Pauline,6,w,1
Thea,6,w,1
Tilda,6,w,1
Emir,6,m,1
Erik,6,m,1
Fynn,6,m,1
Issa,6,m,1
Karlo,6,m,1
Lian,6,m,1
Marlo,6,m,1
Maxim,6,m,1
Mohammad,6,m,1
Niklas,6,m,1
Omar,6,m,1
Rafael,6,m,1
Till,6,m,1
Zayn,6,m,1
Alexandra,6,w,2
Louise,6,w,2
Malia,6,w,2
Nur,6,w,2
Pauline,6,w,2
Rose,6,w,2
Adrian,6,m,2
Albert,6,m,2
Anton,6,m,2
Fritz,6,m,2
Johannes,6,m,2
Liam,6,m,2
Viktor,6,m,2
Charlotte,6,w,3
Alara,5,w,1
Amilia,5,w,1
Amira,5,w,1
Antonia,5,w,1
Aurelia,5,w,1
Dua,5,w,1
Elif,5,w,1
Evelyn,5,w,1
Flora,5,w,1
Helene,5,w,1
Karla,5,w,1
Leyla,5,w,1
Liana,5,w,1
Lotte,5,w,1
Marla,5,w,1
Philippa,5,w,1
Valentina,5,w,1
Victoria,5,w,1
Zeynep,5,w,1
Zoe,5,w,1
Adem,5,m,1
Ahmad,5,m,1
Aurel,5,m,1
Caspar,5,m,1
Daniel,5,m,1
Dominik,5,m,1
Elio,5,m,1
Emilian,5,m,1
Fabian,5,m,1
Friedrich,5,m,1
Henrik,5,m,1
Hugo,5,m,1
Jan,5,m,1
Joel,5,m,1
Kilian,5,m,1
Leander,5,m,1
Luka,5,m,1
Moritz,5,m,1
Musa,5,m,1
Neo,5,m,1
Ole,5,m,1
Pepe,5,m,1
Phil,5,m,1
Tom,5,m,1
Yusuf,5,m,1
Amelie,5,w,2
Antonia,5,w,2
Clara,5,w,2
Helena,5,w,2
Jane,5,w,2
Louisa,5,w,2
Rosa,5,w,2
Ali,5,m,2
Andreas,5,m,2
Aslan,5,m,2
Can,5,m,2
Emilio,5,m,2
Ferdinand,5,m,2
Georg,5,m,2
Hamza,5,m,2
Jan,5,m,2
Milan,5,m,2
Otto,5,m,2
Philipp,5,m,2
Richard,5,m,2
Vincent,5,m,2
Wilhelm,5,m,2
Maria,5,w,3
Sophie,5,w,3
Alya,4,w,1
Bella,4,w,1
Chiara,4,w,1
Dina,4,w,1
Eleni,4,w,1
Elenor,4,w,1
Eliana,4,w,1
Elin,4,w,1
Elina,4,w,1
Elise,4,w,1
Eloise,4,w,1
Emily,4,w,1
Fatima,4,w,1
Felicitas,4,w,1
Filippa,4,w,1
Hailey,4,w,1
Hira,4,w,1
Leila,4,w,1
Lily,4,w,1
Liva,4,w,1
Lou,4,w,1
Louisa,4,w,1
Luisa,4,w,1
Malika,4,w,1
Marta,4,w,1
Martha,4,w,1
Medina,4,w,1
Melina,4,w,1
Merle,4,w,1
Miray,4,w,1
Nela,4,w,1
Paulina,4,w,1
Pia,4,w,1
Rosa,4,w,1
Rosalie,4,w,1
Ruby,4,w,1
Talia,4,w,1
Valeria,4,w,1
Viktoria,4,w,1
Wilma,4,w,1
Yara,4,w,1
Yuna,4,w,1
Albert,4,m,1
Amir,4,m,1
Arvid,4,m,1
August,4,m,1
Augustin,4,m,1
Avi,4,m,1
Bela,4,m,1
Ediz,4,m,1
Eymen,4,m,1
Frederik,4,m,1
Hassan,4,m,1
Jari,4,m,1
Johan,4,m,1
Justus,4,m,1
Kaan,4,m,1
Karim,4,m,1
Kian,4,m,1
Konstantin,4,m,1
Lev,4,m,1
Lino,4,m,1
Lucas,4,m,1
Matti,4,m,1
Mehmet,4,m,1
Mohamed,4,m,1
Muhammed,4,m,1
Nael,4,m,1
Oliver,4,m,1
Rayan,4,m,1
Rio,4,m,1
Robin,4,m,1
Simon,4,m,1
Tim,4,m,1
Yasin,4,m,1
Yunus,4,m,1
Alice,4,w,2
Alva,4,w,2
Ella,4,w,2
Isabella,4,w,2
Isabelle,4,w,2
Josephine,4,w,2
Lina,4,w,2
Mathea,4,w,2
Mathilde,4,w,2
Mia,4,w,2
Mina,4,w,2
August,4,m,2
Aurel,4,m,2
Ben,4,m,2
Bruno,4,m,2
Carl,4,m,2
Carlo,4,m,2
Caspar,4,m,2
Elian,4,m,2
Elio,4,m,2
Emin,4,m,2
Emir,4,m,2
Hans,4,m,2
Issa,4,m,2
Jakob,4,m,2
Joel,4,m,2
Jona,4,m,2
Jonah,4,m,2
Kilian,4,m,2
Linus,4,m,2
Lukas,4,m,2
Malik,4,m,2
Manuel,4,m,2
Mika,4,m,2
Raphael,4,m,2
Taha,4,m,2
Tobias,4,m,2
Elisabeth,4,w,3
Aaliyah,3,w,1
Adele,3,w,1
Alina,3,w,1
Alisa,3,w,1
Aliyah,3,w,1
Amal,3,w,1
Amelia,3,w,1
Amina,3,w,1
Ana,3,w,1
Annabelle,3,w,1
Anni,3,w,1
Ayana,3,w,1
Ayliz,3,w,1
Camila,3,w,1
Camille,3,w,1
Charlie,3,w,1
Coco,3,w,1
Diana,3,w,1
Elea,3,w,1
Ellie,3,w,1
Feline,3,w,1
Finja,3,w,1
Halima,3,w,1
Hedi,3,w,1
Inaya,3,w,1
Jana,3,w,1
Jasmin,3,w,1
Jette,3,w,1
Juno,3,w,1
Kaia,3,w,1
Kiana,3,w,1
Kira,3,w,1
Leana,3,w,1
Lene,3,w,1
Liara,3,w,1
Lili,3,w,1
Liliana,3,w,1
Lilith,3,w,1
Lilli,3,w,1
Liyah,3,w,1
Liyana,3,w,1
Melissa,3,w,1
Meryem,3,w,1
Milena,3,w,1
Miriam,3,w,1
Nadia,3,w,1
Nala,3,w,1
Neva,3,w,1
Nia,3,w,1
Nicole,3,w,1
Nika,3,w,1
Nila,3,w,1
Nola,3,w,1
Pina,3,w,1
Romi,3,w,1
Rose,3,w,1
Sama,3,w,1
Selma,3,w,1
Tuana,3,w,1
Vida,3,w,1
Vivienne,3,w,1
Yade,3,w,1
Zehra,3,w,1
Zoë,3,w,1
Alparslan,3,m,1
Ari,3,m,1
Aslan,3,m,1
Aviel,3,m,1
Bennet,3,m,1
Constantin,3,m,1
Deniz,3,m,1
Eden,3,m,1
Edis,3,m,1
Elliot,3,m,1
Enno,3,m,1
Eren,3,m,1
Ferdinand,3,m,1
Fiete,3,m,1
Florentin,3,m,1
Ian,3,m,1
Isa,3,m,1
Jacob,3,m,1
James,3,m,1
Jaro,3,m,1
Jasper,3,m,1
Johannes,3,m,1
Joris,3,m,1
Juri,3,m,1
Karan,3,m,1
Keanu,3,m,1
Kerem,3,m,1
Kuno,3,m,1
Laurin,3,m,1
Lazar,3,m,1
Lennard,3,m,1
Levin,3,m,1
Lion,3,m,1
Lorenzo,3,m,1
Lou,3,m,1
Maksim,3,m,1
Marius,3,m,1
Max,3,m,1
Mikail,3,m,1
Mio,3,m,1
Mohammed,3,m,1
Muhammad,3,m,1
Naim,3,m,1
Noyan,3,m,1
Otis,3,m,1
Romeo,3,m,1
Ruben,3,m,1
Ryan,3,m,1
Salih,3,m,1
Sami,3,m,1
Santiago,3,m,1
Talha,3,m,1
Vigo,3,m,1
Wilhelm,3,m,1
Zain,3,m,1
Amelia,3,w,2
Aurelia,3,w,2
Azra,3,w,2
Barbara,3,w,2
Carlotta,3,w,2
Cecilia,3,w,2
Christine,3,w,2
Eleni,3,w,2
Elisa,3,w,2
Elli,3,w,2
Emma,3,w,2
Freya,3,w,2
Frida,3,w,2
Frieda,3,w,2
Fritzi,3,w,2
Hilda,3,w,2
Josefine,3,w,2
Karla,3,w,2
Katharina,3,w,2
Leonie,3,w,2
Leonora,3,w,2
Luana,3,w,2
Lucia,3,w,2
Malina,3,w,2
Marlene,3,w,2
Martha,3,w,2
Mila,3,w,2
Neyla,3,w,2
Noa,3,w,2
Nora,3,w,2
Oleksandrìvna,3,w,2
Olivia,3,w,2
Philippa,3,w,2
Stephanie,3,w,2
Teresa,3,w,2
Valeria,3,w,2
Viktoria,3,w,2
Adam,3,m,2
Augustin,3,m,2
Ayhan,3,m,2
Balthasar,3,m,2
Charlie,3,m,2
Constantin,3,m,2
Edgar,3,m,2
Elia,3,m,2
Emanuel,3,m,2
Erich,3,m,2
Ezra,3,m,2
Frederik,3,m,2
Henri,3,m,2
Henry,3,m,2
Hugo,3,m,2
Jacob,3,m,2
James,3,m,2
Jasper,3,m,2
Jibril,3,m,2
Johan,3,m,2
Josef,3,m,2
Julian,3,m,2
Julius,3,m,2
Justus,3,m,2
Kian,3,m,2
Kurt,3,m,2
Leander,3,m,2
Leonard,3,m,2
Lian,3,m,2
Lou,3,m,2
Luca,3,m,2
Magnus,3,m,2
Matteo,3,m,2
Matthias,3,m,2
Musa,3,m,2
Noel,3,m,2
Oskar,3,m,2
Peter,3,m,2
Rafael,3,m,2
Robert,3,m,2
Samuel,3,m,2
Santiago,3,m,2
Theodore,3,m,2
Willi,3,m,2
An,3,w,3
Helene,3,w,3
Luise,3,w,3
Marie,3,w,3
Anton,3,m,3
Jonathan,3,m,3
Valentin,3,m,3
Adriana,2,w,1
Alea,2,w,1
Alexandra,2,w,1
Aleyna,2,w,1
Alia,2,w,1
Alice,2,w,1
Alicja,2,w,1
Amena,2,w,1
Amy,2,w,1
Anika,2,w,1
Anisa,2,w,1
Annabell,2,w,1
Anouk,2,w,1
Ariadne,2,w,1
Ariana,2,w,1
Ariella,2,w,1
Aya,2,w,1
Ayda,2,w,1
Aylin,2,w,1
Bianca,2,w,1
Billie,2,w,1
Carolina,2,w,1
Cataleya,2,w,1
Celia,2,w,1
Celin,2,w,1
Dima,2,w,1
Diya,2,w,1
Eda,2,w,1
Edda,2,w,1
Elaine,2,w,1
Elissa,2,w,1
Eliza,2,w,1
Emelie,2,w,1
Emilie,2,w,1
Emilija,2,w,1
Emmi,2,w,1
Esila,2,w,1
Fiona,2,w,1
Freya,2,w,1
Giulia,2,w,1
Hazel,2,w,1
Hella,2,w,1
Iman,2,w,1
Ines,2,w,1
Inga,2,w,1
Isabell,2,w,1
Iva,2,w,1
Ivy,2,w,1
Jannah,2,w,1
Joelle,2,w,1
Johanna,2,w,1
Jona,2,w,1
Jonna,2,w,1
Julia,2,w,1
Karlie,2,w,1
Kiara,2,w,1
Lamya,2,w,1
Lana,2,w,1
Larin,2,w,1
Leonor,2,w,1
Leonore,2,w,1
Levke,2,w,1
Lidya,2,w,1
Lilia,2,w,1
Lilya,2,w,1
Liv,2,w,1
Lotta,2,w,1
Louise,2,w,1
Luana,2,w,1
Lucy,2,w,1
Lumi,2,w,1
Magdalena,2,w,1
Maia,2,w,1
Maila,2,w,1
Malin,2,w,1
Marija,2,w,1
Marina,2,w,1
Marlena,2,w,1
Martina,2,w,1
Maryam,2,w,1
Mayla,2,w,1
Melia,2,w,1
Meyra,2,w,1
Milana,2,w,1
Milou,2,w,1
Miria,2,w,1
Mona,2,w,1
Monika,2,w,1
Nara,2,w,1
Nehir,2,w,1
Niya,2,w,1
Noa,2,w,1
Noelia,2,w,1
Nomi,2,w,1
Nour,2,w,1
Nova,2,w,1
Paloma,2,w,1
Penelope,2,w,1
Philine,2,w,1
Raya,2,w,1
Ria,2,w,1
Riva,2,w,1
Ronja,2,w,1
Rubi,2,w,1
Sarah,2,w,1
Sare,2,w,1
Sienna,2,w,1
Sofija,2,w,1
Soraya,2,w,1
Svea,2,w,1
Talea,2,w,1
Tali,2,w,1
Tara,2,w,1
Theresa,2,w,1
Valentine,2,w,1
Wanda,2,w,1
Yael,2,w,1
Yasmine,2,w,1
Zainab,2,w,1
Zoé,2,w,1
Öykü,2,w,1
Abdurrahman,2,m,1
Ahmed,2,m,1
Aiden,2,m,1
Ajan,2,m,1
Alan,2,m,1
Alaz,2,m,1
Alexandros,2,m,1
Alfred,2,m,1
Amar,2,m,1
Amos,2,m,1
Anas,2,m,1
Andreas,2,m,1
André,2,m,1
Arda,2,m,1
Aren,2,m,1
Ares,2,m,1
Arian,2,m,1
Arlo,2,m,1
Arne,2,m,1
Artur,2,m,1
Aziz,2,m,1
Benedict,2,m,1
Benedikt,2,m,1
Benno,2,m,1
Berat,2,m,1
Bilal,2,m,1
Bjarne,2,m,1
Bo,2,m,1
Burak,2,m,1
Casimir,2,m,1
Casper,2,m,1
Charles,2,m,1
Charlie,2,m,1
Christian,2,m,1
Cosmo,2,m,1
Dara,2,m,1
Dario,2,m,1
Darius,2,m,1
Dean,2,m,1
Diyar,2,m,1
Edin,2,m,1
Ege,2,m,1
Eliya,2,m,1
Elyas,2,m,1
Emin,2,m,1
Enea,2,m,1
Fares,2,m,1
Felipe,2,m,1
Finley,2,m,1
Franz,2,m,1
Georgios,2,m,1
Hadi,2,m,1
Halil,2,m,1
Harun,2,m,1
Hüseyin,2,m,1
Ibrahim,2,m,1
Ilay,2,m,1
Ilian,2,m,1
Ilias,2,m,1
Ilya,2,m,1
İlyas,2,m,1
Jakub,2,m,1
Jamil,2,m,1
Jarno,2,m,1
Jawad,2,m,1
Jeppe,2,m,1
John,2,m,1
Josse,2,m,1
Juan,2,m,1
Julian,2,m,1
Kamil,2,m,1
Kaspar,2,m,1
Kassem,2,m,1
Kerim,2,m,1
Kiyan,2,m,1
Kjell,2,m,1
Konrad,2,m,1
Kurt,2,m,1
Kuzey,2,m,1
Kwame,2,m,1
Kylian,2,m,1
Leandro,2,m,1
Leano,2,m,1
Leevi,2,m,1
Lennart,2,m,1
Leonid,2,m,1
Leonidas,2,m,1
Lior,2,m,1
Liyan,2,m,1
Louie,2,m,1
Lucian,2,m,1
Luciano,2,m,1
Lucius,2,m,1
Mads,2,m,1
Magnus,2,m,1
Mahir,2,m,1
Malte,2,m,1
Marc,2,m,1
Marios,2,m,1
Mark,2,m,1
Marlon,2,m,1
Matheo,2,m,1
Mattis,2,m,1
Maurice,2,m,1
Mazen,2,m,1
Nathan,2,m,1
Nicolás,2,m,1
Nikita,2,m,1
Niko,2,m,1
Nils,2,m,1
Noel,2,m,1
Noé,2,m,1
Oscar,2,m,1
Otto,2,m,1
Pablo,2,m,1
Patrick,2,m,1
Pavel,2,m,1
Peter,2,m,1
Piet,2,m,1
Pino,2,m,1
Sasan,2,m,1
Stefan,2,m,1
Süleyman,2,m,1
Taavi,2,m,1
Tammo,2,m,1
Tamo,2,m,1
Thore,2,m,1
Titus,2,m,1
Tristan,2,m,1
Valerian,2,m,1
Victor,2,m,1
Viktor,2,m,1
William,2,m,1
Wim,2,m,1
Xavi,2,m,1
Yamen,2,m,1
Yosef,2,m,1
Younes,2,m,1
Yousef,2,m,1
Zeyn,2,m,1
Ömer,2,m,1
Abena,2,w,2
Ada,2,w,2
Amira,2,w,2
Angelika,2,w,2
Anouk,2,w,2
Claire,2,w,2
Cleo,2,w,2
Cosma,2,w,2
Dorothea,2,w,2
Dua,2,w,2
Elea,2,w,2
Elena,2,w,2
Eleonore,2,w,2
Elin,2,w,2
Elise,2,w,2
Eliza,2,w,2
Emilie,2,w,2
Emine,2,w,2
Eva,2,w,2
Florentina,2,w,2
Florentine,2,w,2
Gloria,2,w,2
Grace,2,w,2
Helin,2,w,2
Ilona,2,w,2
Iman,2,w,2
Jade,2,w,2
Jeanne,2,w,2
Jolie,2,w,2
Julia,2,w,2
Julie,2,w,2
Kim,2,w,2
Lara,2,w,2
Laura,2,w,2
Lene,2,w,2
Leni,2,w,2
Leona,2,w,2
Leyla,2,w,2
Lia,2,w,2
Lilli,2,w,2
Lilly,2,w,2
Linn,2,w,2
Liv,2,w,2
Livia,2,w,2
Liya,2,w,2
Lotte,2,w,2
Luz,2,w,2
Lynn,2,w,2
Madita,2,w,2
Magdalena,2,w,2
Mai,2,w,2
Maila,2,w,2
Malaika,2,w,2
Malea,2,w,2
Malou,2,w,2
Margaux,2,w,2
Mariam,2,w,2
Meryem,2,w,2
Mira,2,w,2
Miriam,2,w,2
Nila,2,w,2
Nisa,2,w,2
Paulina,2,w,2
Penelope,2,w,2
Philine,2,w,2
Rita,2,w,2
Roberta,2,w,2
Ronja,2,w,2
Rosemarie,2,w,2
Ruth,2,w,2
Sare,2,w,2
Sergeevna,2,w,2
Sofie,2,w,2
Wilhelmina,2,w,2
Zehra,2,w,2
Zoe,2,w,2
Aaron,2,m,2
Abbas,2,m,2
Ahmet,2,m,2
Ajay,2,m,2
Aleksandrovič,2,m,2
Alexandrovič,2,m,2
Amin,2,m,2
Amir,2,m,2
Andrìjovič,2,m,2
Asaf,2,m,2
Aurelio,2,m,2
Aurelius,2,m,2
Aziz,2,m,2
Bo,2,m,2
Christian,2,m,2
Denis,2,m,2
Eddie,2,m,2
Ediz,2,m,2
Efe,2,m,2
Enes,2,m,2
Erik,2,m,2
Ernst,2,m,2
Fabian,2,m,2
Felipe,2,m,2
Fiete,2,m,2
Florentin,2,m,2
Florian,2,m,2
Franz,2,m,2
Frederick,2,m,2
Gael,2,m,2
Gustav,2,m,2
Han,2,m,2
Hasan,2,m,2
Heinrich,2,m,2
Ibrahim,2,m,2
Idris,2,m,2
Ilyas,2,m,2
Isa,2,m,2
Isaac,2,m,2
Joaquim,2,m,2
John,2,m,2
Jonas,2,m,2
Joshua,2,m,2
Juri,2,m,2
Kalle,2,m,2
Kerem,2,m,2
Konrad,2,m,2
Konstantin,2,m,2
Lars,2,m,2
Lenne,2,m,2
Leonardo,2,m,2
Levin,2,m,2
Ludwig,2,m,2
Luis,2,m,2
Mahir,2,m,2
Mamadou,2,m,2
Martin,2,m,2
Martinov,2,m,2
Mateo,2,m,2
Matheo,2,m,2
Max,2,m,2
Maxim,2,m,2
Mehmet,2,m,2
Miran,2,m,2
Mirza,2,m,2
Mohamed,2,m,2
Mohammed,2,m,2
Moritz,2,m,2
Nepomuk,2,m,2
Nika,2,m,2
Pavlovič,2,m,2
Piet,2,m,2
Robin,2,m,2
Rumi,2,m,2
Sergìjovič,2,m,2
Singh,2,m,2
Stanislavovič,2,m,2
Stephan,2,m,2
Theo,2,m,2
Thomas,2,m,2
Titus,2,m,2
Tom,2,m,2
Victor,2,m,2
Viktorovič,2,m,2
Vito,2,m,2
Walker,2,m,2
Wes,2,m,2
Willem,2,m,2
Wolfgang,2,m,2
Yitzchak,2,m,2
Zeyd,2,m,2
Ìvanovič,2,m,2
Ömer,2,m,2
Claudia,2,w,3
Irene,2,w,3
Lou,2,w,3
Ruth,2,w,3
Sophia,2,w,3
Aaron,2,m,3
Albert,2,m,3
Alfred,2,m,3
Ali,2,m,3
Alois,2,m,3
Christoph,2,m,3
Felix,2,m,3
Florian,2,m,3
Frank,2,m,3
Gabriel,2,m,3
Gustav,2,m,3
Josef,2,m,3
Leo,2,m,3
Leopold,2,m,3
Mohamed,2,m,3
Noel,2,m,3
Paul,2,m,3
Robert,2,m,3
Walter,2,m,3
Aarna,1,w,1
Aarvika,1,w,1
Adaeze,1,w,1
Adelina,1,w,1
Adelola,1,w,1
Adhira,1,w,1
Adiba,1,w,1
Adna,1,w,1
Adora,1,w,1
Aella,1,w,1
Aicha,1,w,1
Aila,1,w,1
Aimee,1,w,1
Aina,1,w,1
Aischa,1,w,1
Aisha,1,w,1
Aissa-Bella,1,w,1
Aiya,1,w,1
Aişe,1,w,1
Aja,1,w,1
Ajsa,1,w,1
Alani,1,w,1
Aleah,1,w,1
Alica,1,w,1
Alicia,1,w,1
Aliki,1,w,1
Aline,1,w,1
Alise,1,w,1
Almas,1,w,1
Almedina,1,w,1
Almila,1,w,1
Almira,1,w,1
Altana,1,w,1
Alyssa,1,w,1
Alyssia,1,w,1
Amadea,1,w,1
Amali,1,w,1
Amalie,1,w,1
Amaliya,1,w,1
Amandine,1,w,1
Amari,1,w,1
Ambra,1,w,1
Amelja,1,w,1
Amelle,1,w,1
Amine,1,w,1
Ammarah,1,w,1
Amélie,1,w,1
Anabelle,1,w,1
Anahita,1,w,1
Anaisa,1,w,1
Analya,1,w,1
Anastasia,1,w,1
Anastazja,1,w,1
Andra,1,w,1
Andrea,1,w,1
Aneri,1,w,1
Aneta,1,w,1
Angela,1,w,1
Angelina,1,w,1
Aniela,1,w,1
Anila,1,w,1
Aniya,1,w,1
Anne,1,w,1
Anneliese,1,w,1
Anoar,1,w,1
Anora,1,w,1
Ansal,1,w,1
Antonella,1,w,1
Antonia-Frida,1,w,1
Antonie,1,w,1
Antonina,1,w,1
Arda,1,w,1
Ari,1,w,1
Aria,1,w,1
Ariadni,1,w,1
Arielle,1,w,1
Arinas,1,w,1
Ariya,1,w,1
Arma,1,w,1
Armine,1,w,1
Arwen,1,w,1
Arya,1,w,1
Aseel,1,w,1
Asiya,1,w,1
Asja,1,w,1
Asra,1,w,1
Assiya,1,w,1
Asya-Ela,1,w,1
Asya-Meryem,1,w,1
Athina,1,w,1
Aubrey,1,w,1
Avi,1,w,1
Avin,1,w,1
Aya-Sophia,1,w,1
Ayah,1,w,1
Ayesha,1,w,1
Ayla-Firuze,1,w,1
Ayleen,1,w,1
Aysel,1,w,1
Aysu,1,w,1
Aziz,1,w,1
Azra,1,w,1
Açelya,1,w,1
Bahia,1,w,1
Barbara,1,w,1
Bariyat,1,w,1
Basma,1,w,1
Beatrice,1,w,1
Belinay,1,w,1
Belis,1,w,1
Belisa,1,w,1
Bellami,1,w,1
Bellasan,1,w,1
Benesha,1,w,1
Bente,1,w,1
Berfin,1,w,1
Beril,1,w,1
Beya,1,w,1
Beyza,1,w,1
Birce,1,w,1
Bisera,1,w,1
Blanka,1,w,1
Bora,1,w,1
Bruna,1,w,1
Bueny,1,w,1
Camí,1,w,1
Cara,1,w,1
Carmen,1,w,1
Cecilia,1,w,1
Celina,1,w,1
Charlotta,1,w,1
Chiara-Amani,1,w,1
Chikamara,1,w,1
Chloe,1,w,1
Chloé,1,w,1
Chloë,1,w,1
Christina,1,w,1
Clarissa,1,w,1
Clio,1,w,1
Cléo,1,w,1
Coraline,1,w,1
Dahlia,1,w,1
Daiana,1,w,1
Dalija,1,w,1
Dalina,1,w,1
Damda,1,w,1
Danai,1,w,1
Danaya,1,w,1
Danaë,1,w,1
Dania,1,w,1
Daniella,1,w,1
Danielle,1,w,1
Daphne,1,w,1
Daria,1,w,1
Davinia,1,w,1
Deewa,1,w,1
Delal-Gül,1,w,1
Della,1,w,1
Devin,1,w,1
Diara,1,w,1
Disha,1,w,1
Djurdjina,1,w,1
Donia,1,w,1
Doğa,1,w,1
Duena,1,w,1
Dvora,1,w,1
Eden,1,w,1
Efnan,1,w,1
Elaha,1,w,1
Elaya,1,w,1
Eleanor,1,w,1
Eleanora,1,w,1
Eleen,1,w,1
Eleonora,1,w,1
Eleonore,1,w,1
Eleyana,1,w,1
Eleyna,1,w,1
Eleysa,1,w,1
Elicia,1,w,1
Elida,1,w,1
Elijana,1,w,1
Eline,1,w,1
Eliona,1,w,1
Elisabet,1,w,1
Eliz,1,w,1
Elizabeth,1,w,1
Eljesa,1,w,1
Ellen,1,w,1
Elly,1,w,1
Elodi,1,w,1
Elsa,1,w,1
Eléa,1,w,1
Emilya,1,w,1
Emma-Nele,1,w,1
Emmanuela,1,w,1
Emmy,1,w,1
Enie,1,w,1
Enisa,1,w,1
Enya,1,w,1
Erla,1,w,1
Erza,1,w,1
Esilya,1,w,1
Esther,1,w,1
Evelina,1,w,1
Evla,1,w,1
Evy,1,w,1
Evîn,1,w,1
Ewa,1,w,1
Fadia,1,w,1
Famara,1,w,1
Fanny,1,w,1
Fateme,1,w,1
Felia,1,w,1
Felina,1,w,1
Fenja,1,w,1
Fenna,1,w,1
Fia,1,w,1
Fidelia,1,w,1
Florence,1,w,1
Foulematou,1,w,1
Franziska,1,w,1
Fritzi-Louise,1,w,1
Fritzi,1,w,1
Gabriella,1,w,1
Ganesha-Yael,1,w,1
Gatha,1,w,1
Gianna,1,w,1
Giorgia,1,w,1
Gospel,1,w,1
Greta,1,w,1
Griselda,1,w,1
Gwendolin,1,w,1
Gyda,1,w,1
