vorname,anzahl,geschlecht,position
Anh,5,m,3
Anastasia,4,w,1
Antonia,4,w,1
Aurelia,4,w,1
Elli,4,w,1
Evie,4,w,1
Josephine,4,w,1
Leana,4,w,1
Leonora,4,w,1
Liana,4,w,1
Liv,4,w,1
Lucie,4,w,1
Luise,4,w,1
Malina,4,w,1
Malou,4,w,1
Mara,4,w,1
Milana,4,w,1
Minna,4,w,1
Neyla,4,w,1
Nina,4,w,1
Paulina,4,w,1
Romy,4,w,1
Rosalie,4,w,1
Sarah,4,w,1
Tilda,4,w,1
Winnie,4,w,1
Yara,4,w,1
Yuna,4,w,1
Zoey,4,w,1
Adrian,4,m,1
Antony,4,m,1
Arian,4,m,1
Bjarne,4,m,1
Elian,4,m,1
Fabian,4,m,1
Finnley,4,m,1
Gustav,4,m,1
Henri,4,m,1
Henrik,4,m,1
Ibrahim,4,m,1
Jannik,4,m,1
Jasper,4,m,1
John,4,m,1
Juri,4,m,1
Justus,4,m,1
Kuno,4,m,1
Leandro,4,m,1
Lewin,4,m,1
Luan,4,m,1
Matti,4,m,1
Michael,4,m,1
Neo,4,m,1
Nevio,4,m,1
Niklas,4,m,1
Pepe,4,m,1
Raphael,4,m,1
Timo,4,m,1
Viktor,4,m,1
William,4,m,1
Alexandra,4,w,2
Elise,4,w,2
Emma,4,w,2
Eva,4,w,2
Ida,4,w,2
Lara,4,w,2
Linh,4,w,2
Louise,4,w,2
Luna,4,w,2
Malia,4,w,2
Victoria,4,w,2
Yael,4,w,2
Anton,4,m,2
Erich,4,m,2
Ferdinand,4,m,2
Jan,4,m,2
Leano,4,m,2
Leonard,4,m,2
Matthias,4,m,2
Maxim,4,m,2
Nicolas,4,m,2
Sebastian,4,m,2
Willi,4,m,2
William,4,m,2
Anh,4,w,3
Alexander,4,m,3
Michael,4,m,3
Adele,3,w,1
Aliya,3,w,1
Alora,3,w,1
Amaya,3,w,1
Amina,3,w,1
Amira,3,w,1
Anni,3,w,1
Annie,3,w,1
Ariana,3,w,1
Arina,3,w,1
Dana,3,w,1
Elaine,3,w,1
Eleanor,3,w,1
Eleni,3,w,1
Eleyna,3,w,1
Eliana,3,w,1
Elise,3,w,1
Elly,3,w,1
Emmy,3,w,1
Evelina,3,w,1
Finja,3,w,1
Florentine,3,w,1
Fritzi,3,w,1
Hana,3,w,1
Hawa,3,w,1
Haylie,3,w,1
Hedi,3,w,1
Isabella,3,w,1
Ivy,3,w,1
Jana,3,w,1
Jette,3,w,1
Juli,3,w,1
Juni,3,w,1
Juno,3,w,1
Kaia,3,w,1
Karla,3,w,1
Kira,3,w,1
Käthe,3,w,1
Lana,3,w,1
Lene,3,w,1
Lieselotte,3,w,1
Linda,3,w,1
Linnea,3,w,1
Liva,3,w,1
Liyah,3,w,1
Lucia,3,w,1
Lydia,3,w,1
Maja,3,w,1
Mariam,3,w,1
Millie,3,w,1
Miriam,3,w,1
Nika,3,w,1
Nila,3,w,1
Nola,3,w,1
Nour,3,w,1
Palina,3,w,1
Philippa,3,w,1
Selma,3,w,1
Skadi,3,w,1
Smilla,3,w,1
Sunny,3,w,1
Toni,3,w,1
Valeria,3,w,1
Ylvi,3,w,1
Zoë,3,w,1
Abdullah,3,m,1
Aiden,3,m,1
Albert,3,m,1
An,3,m,1
Arne,3,m,1
Carl,3,m,1
Constantin,3,m,1
Damian,3,m,1
Danny,3,m,1
Enzo,3,m,1
Eric,3,m,1
Franz,3,m,1
Fred,3,m,1
Fynn,3,m,1
Ilyas,3,m,1
Jace,3,m,1
Jari,3,m,1
Johnny,3,m,1
Joko,3,m,1
Jonte,3,m,1
Joris,3,m,1
Josua,3,m,1
Kalle,3,m,1
Kasimir,3,m,1
Lennart,3,m,1
Lenny,3,m,1
Leopold,3,m,1
Lion,3,m,1
Malek,3,m,1
Malio,3,m,1
Marten,3,m,1
Mateo,3,m,1
Max,3,m,1
Miron,3,m,1
Nicolas,3,m,1
Nikolas,3,m,1
Pavel,3,m,1
Philipp,3,m,1
Quốc,3,m,1
Robert,3,m,1
Rudi,3,m,1
Sami,3,m,1
Stefan,3,m,1
Taavi,3,m,1
Toni,3,m,1
Wiktor,3,m,1
Willi,3,m,1
Wim,3,m,1
Anh,3,w,2
Anna,3,w,2
Aurora,3,w,2
Ava,3,w,2
Bao,3,w,2
Carlotta,3,w,2
Coralie,3,w,2
Diana,3,w,2
Dua,3,w,2
Edith,3,w,2
Elea,3,w,2
Elizabeth,3,w,2
Flora,3,w,2
Freya,3,w,2
Frieda,3,w,2
Hanna,3,w,2
Jane,3,w,2
Katharina,3,w,2
Leni,3,w,2
Leonie,3,w,2
Lia,3,w,2
Lieselotte,3,w,2
Lou,3,w,2
Lucia,3,w,2
Mara,3,w,2
Nhi,3,w,2
Solea,3,w,2
Vy,3,w,2
Alfred,3,m,2
An,3,m,2
Arthur,3,m,2
Aslan,3,m,2
Ben,3,m,2
Benedikt,3,m,2
Bernd,3,m,2
Bo,3,m,2
Bruno,3,m,2
Cosmo,3,m,2
Duy,3,m,2
Elian,3,m,2
Emilian,3,m,2
Frederick,3,m,2
Fynn,3,m,2
Gabriel,3,m,2
Heinrich,3,m,2
Ibrahim,3,m,2
Jonas,3,m,2
Khang,3,m,2
Kjell,3,m,2
Leander,3,m,2
Leonhard,3,m,2
Malte,3,m,2
Maria,3,m,2
Martin,3,m,2
Matteo,3,m,2
Mattis,3,m,2
Mika,3,m,2
Philipp,3,m,2
Rio,3,m,2
Rocco,3,m,2
Samuel,3,m,2
Tim,3,m,2
Werner,3,m,2
Wolfgang,3,m,2
Elisabeth,3,w,3
Luise,3,w,3
Paul,3,m,3
Thomas,3,m,3
Aaliyah,2,w,1
Adelina,2,w,1
Adriana,2,w,1
Alexandra,2,w,1
Aliana,2,w,1
Alicja,2,w,1
An,2,w,1
Angelina,2,w,1
Annelie,2,w,1
Asya,2,w,1
Athena,2,w,1
Ayla,2,w,1
Bao,2,w,1
Bruna,2,w,1
Camilla,2,w,1
Carolina,2,w,1
Ceylin,2,w,1
Charlie,2,w,1
Chiara,2,w,1
Claire,2,w,1
Cléo,2,w,1
Dalia,2,w,1
Dania,2,w,1
Daria,2,w,1
Dorothea,2,w,1
Dua,2,w,1
Edda,2,w,1
Elenor,2,w,1
Elin,2,w,1
Elizabeth,2,w,1
Ellie,2,w,1
Elora,2,w,1
Elvira,2,w,1
Enna,2,w,1
Evelyn,2,w,1
Fatma,2,w,1
Faye,2,w,1
Felina,2,w,1
Fenja,2,w,1
Franka,2,w,1
Freyja,2,w,1
Gia,2,w,1
Greta,2,w,1
Hafsa,2,w,1
Hedda,2,w,1
Helen,2,w,1
Helga,2,w,1
Helin,2,w,1
Hope,2,w,1
Isa,2,w,1
Isabel,2,w,1
Isabell,2,w,1
Isabelle,2,w,1
Iva,2,w,1
Jasmin,2,w,1
Jennie,2,w,1
Jonna,2,w,1
Josephina,2,w,1
Juliana,2,w,1
Julie,2,w,1
Justina,2,w,1
Kaja,2,w,1
Kaya,2,w,1
Kim,2,w,1
Lavie,2,w,1
Laya,2,w,1
Lejla,2,w,1
Lenja,2,w,1
Leya,2,w,1
Liah,2,w,1
Lilia,2,w,1
Lilith,2,w,1
Lilou,2,w,1
Liya,2,w,1
Liz,2,w,1
Lou,2,w,1
Lucy,2,w,1
Lynn,2,w,1
Maila,2,w,1
Mali,2,w,1
Marta,2,w,1
Mascha,2,w,1
Medina,2,w,1
Melanie,2,w,1
Melissa,2,w,1
Mika,2,w,1
Naila,2,w,1
Naomi,2,w,1
Naya,2,w,1
Nicole,2,w,1
Nihal,2,w,1
Noomi,2,w,1
Nova,2,w,1
Nuria,2,w,1
Oktavia,2,w,1
Philina,2,w,1
Philine,2,w,1
Pola,2,w,1
Polina,2,w,1
Polly,2,w,1
Riley,2,w,1
Rose,2,w,1
Sarina,2,w,1
Sila,2,w,1
Suna,2,w,1
Tara,2,w,1
Theresa,2,w,1
Thilda,2,w,1
Valea,2,w,1
Zeynep,2,w,1
Zoé,2,w,1
Đặng,2,w,1
Aaron,2,m,1
Ahmad,2,m,1
Alan,2,m,1
Alessio,2,m,1
Alim,2,m,1
Alvar,2,m,1
Alwin,2,m,1
Andrey,2,m,1
Antonio,2,m,1
Aram,2,m,1
Aris,2,m,1
Armin,2,m,1
Artur,2,m,1
Arvid,2,m,1
Aslan,2,m,1
Atlas,2,m,1
Aurelio,2,m,1
Avi,2,m,1
Ayan,2,m,1
Ayaz,2,m,1
Béla,2,m,1
Bảo,2,m,1
Caspar,2,m,1
Clemens,2,m,1
Colin,2,m,1
Conner,2,m,1
Dan,2,m,1
Darian,2,m,1
Dean,2,m,1
Denis,2,m,1
Dennis,2,m,1
Dino,2,m,1
Dominik,2,m,1
Edwin,2,m,1
Elijah,2,m,1
Elliot,2,m,1
Elmar,2,m,1
Elvis,2,m,1
Elyas,2,m,1
Emir,2,m,1
Erwin,2,m,1
Eymen,2,m,1
Farid,2,m,1
Faris,2,m,1
Ferdinand,2,m,1
Filip,2,m,1
Finley,2,m,1
Frank,2,m,1
Gia,2,m,1
Hanno,2,m,1
Hardy,2,m,1
Harry,2,m,1
Hassan,2,m,1
Heinrich,2,m,1
Helge,2,m,1
Hendrik,2,m,1
Henning,2,m,1
Immanuel,2,m,1
Isaiah,2,m,1
Jacques,2,m,1
Jamal,2,m,1
Jannis,2,m,1
Jason,2,m,1
Jayden,2,m,1
Jelle,2,m,1
Johannes,2,m,1
Josef,2,m,1
Kaan,2,m,1
Karim,2,m,1
Kelvin,2,m,1
Kenny,2,m,1
Kjell,2,m,1
Konstantinos,2,m,1
Kuzey,2,m,1
Lars,2,m,1
Lasse,2,m,1
Leander,2,m,1
Lennard,2,m,1
Lennox,2,m,1
Leno,2,m,1
Leonel,2,m,1
Leonid,2,m,1
Levian,2,m,1
Liyan,2,m,1
Lovis,2,m,1
Luc,2,m,1
Lui,2,m,1
Lyan,2,m,1
Mael,2,m,1
Mailo,2,m,1
Maleo,2,m,1
Marcel,2,m,1
Mark,2,m,1
Martin,2,m,1
Matei,2,m,1
Matthias,2,m,1
Maurice,2,m,1
Maverick,2,m,1
Mert,2,m,1
Michel,2,m,1
Mike,2,m,1
Mikkel,2,m,1
Milas,2,m,1
Mio,2,m,1
Miran,2,m,1
Mohammad,2,m,1
Muhammed,2,m,1
Musa,2,m,1
Nick,2,m,1
Nico,2,m,1
Nikola,2,m,1
Nikolai,2,m,1
Nino,2,m,1
Oliver,2,m,1
Osman,2,m,1
Ove,2,m,1
Pablo,2,m,1
Peter,2,m,1
Phil,2,m,1
Philip,2,m,1
Piet,2,m,1
Pino,2,m,1
Quinn,2,m,1
Roman,2,m,1
Sam,2,m,1
Samu,2,m,1
Tammo,2,m,1
Tayler,2,m,1
Thomas,2,m,1
Tilo,2,m,1
Tom,2,m,1
Tomas,2,m,1
Tran,2,m,1
Tyler,2,m,1
Vico,2,m,1
Wyatt,2,m,1
Yasin,2,m,1
Yazan,2,m,1
Youssef,2,m,1
Yusuf,2,m,1
Ada,2,w,2
Alani,2,w,2
Alea,2,w,2
Amelie,2,w,2
Anne,2,w,2
Anneliese,2,w,2
Anouk,2,w,2
Antonia,2,w,2
Calista,2,w,2
Cecilia,2,w,2
Cherie,2,w,2
Christine,2,w,2
Claudia,2,w,2
Cornelia,2,w,2
Dorothea,2,w,2
Eleni,2,w,2
Eline,2,w,2
Elisa,2,w,2
Ella,2,w,2
Emilie,2,w,2
Florentina,2,w,2
Fritzi,2,w,2
Gabriela,2,w,2
Hedwig,2,w,2
Helena,2,w,2
Hilda,2,w,2
Ilona,2,w,2
Inge,2,w,2
Irene,2,w,2
Isabella,2,w,2
Jessica,2,w,2
Joy,2,w,2
Julia,2,w,2
Julie,2,w,2
Kateryna,2,w,2
Kerstin,2,w,2
Lola,2,w,2
Lotta,2,w,2
Luana,2,w,2
Luisa,2,w,2
Magdalena,2,w,2
Mai,2,w,2
Malea,2,w,2
Malina,2,w,2
Margarete,2,w,2
Margot,2,w,2
Marleen,2,w,2
Melody,2,w,2
Mia,2,w,2
Michaela,2,w,2
Milou,2,w,2
Minh,2,w,2
Minna,2,w,2
My,2,w,2
Paulina,2,w,2
Petra,2,w,2
Romy,2,w,2
Sofia,2,w,2
Sofie,2,w,2
Sofía,2,w,2
Sri,2,w,2
Sylvia,2,w,2
Teresa,2,w,2
Theresia,2,w,2
Vivien,2,w,2
Zoe,2,w,2
Albert,2,m,2
Andreevič,2,m,2
Anh,2,m,2
Arian,2,m,2
Bartholomäus,2,m,2
Benjamin,2,m,2
Bennet,2,m,2
Bente,2,m,2
Bernardo,2,m,2
Bảo,2,m,2
Carsten,2,m,2
Caspar,2,m,2
Christoph,2,m,2
Dion,2,m,2
Edwin,2,m,2
Efe,2,m,2
Eike,2,m,2
Elia,2,m,2
Emanuel,2,m,2
Erik,2,m,2
Franz,2,m,2
Frederik,2,m,2
Gerhard,2,m,2
Gustav,2,m,2
Hannes,2,m,2
Hans,2,m,2
Helmut,2,m,2
Hendrik,2,m,2
Holger,2,m,2
Ilyas,2,m,2
Joachim,2,m,2
Johan,2,m,2
Johann,2,m,2
Johannes,2,m,2
Johnny,2,m,2
Jonah,2,m,2
Joris,2,m,2
Joshua,2,m,2
Julius,2,m,2
Kilian,2,m,2
Kurt,2,m,2
Laurin,2,m,2
Leonardo,2,m,2
Leopold,2,m,2
Luis,2,m,2
Malio,2,m,2
Manfred,2,m,2
Markus,2,m,2
Matheo,2,m,2
Max,2,m,2
Moritz,2,m,2
Nam,2,m,2
Nguyen,2,m,2
Noa,2,m,2
Norman,2,m,2
Ole,2,m,2
Oskar,2,m,2
Rainer,2,m,2
Raphael,2,m,2
René,2,m,2
Robert,2,m,2
Rudi,2,m,2
Rune,2,m,2
Ryan,2,m,2
Simon,2,m,2
Tom,2,m,2
Uli,2,m,2
Vincent,2,m,2
Walter,2,m,2
Yahya,2,m,2
Zain,2,m,2
Zayn,2,m,2
Đức,2,m,2
Aurelia,2,w,3
Avila,2,w,3
Brenda,2,w,3
Chi,2,w,3
Edith,2,w,3
Liv,2,w,3
Maya,2,w,3
Vy,2,w,3
Franz,2,m,3
Friedrich,2,m,3
Günter,2,m,3
Joachim,2,m,3
Khang,2,m,3
Lasse,2,m,3
Martin,2,m,3
Moritz,2,m,3
Theodor,2,m,3
Wolf,2,m,3
Peter,2,m,4
Aanya,1,w,1
Aarya,1,w,1
Adaja,1,w,1
Adjo,1,w,1
Agatha,1,w,1
Aileen,1,w,1
Aino,1,w,1
Airi,1,w,1
Aissatou,1,w,1
Aivi,1,w,1
Aksa,1,w,1
Alaia,1,w,1
Alana,1,w,1
Alani,1,w,1
Alaya-Hayal,1,w,1
Alba,1,w,1
Alena,1,w,1
Alesha,1,w,1
Alessia,1,w,1
Aleyna-Ela,1,w,1
Aleyna,1,w,1
Alfiya,1,w,1
Aliaa,1,w,1
Alicia,1,w,1
Aliki,1,w,1
Alisa,1,w,1
Alisha,1,w,1
Alisia,1,w,1
Alissa,1,w,1
Aliyah,1,w,1
Alizée,1,w,1
Allison,1,w,1
Alma-Sophie,1,w,1
Aluna,1,w,1
Alyssa,1,w,1
Amal,1,w,1
Amalia-Leandra,1,w,1
Amalie,1,w,1
Amalija,1,w,1
Amanda,1,w,1
Amara,1,w,1
Amelda,1,w,1
Amelija,1,w,1
Amine,1,w,1
Amy-Lee,1,w,1
Amy,1,w,1
Amélia,1,w,1
Amélie,1,w,1
An-Kaya,1,w,1
Anais,1,w,1
Anasimon,1,w,1
Anfissa,1,w,1
Angela,1,w,1
Aniko,1,w,1
Anita,1,w,1
Aniyah,1,w,1
Anja,1,w,1
Anlena,1,w,1
Annabell,1,w,1
Annemarie,1,w,1
Annika,1,w,1
Annua,1,w,1
Anthonette,1,w,1
Anue,1,w,1
Anya,1,w,1
Anyaz,1,w,1
Arenaya,1,w,1
Ariane,1,w,1
Arianna,1,w,1
Ariela,1,w,1
Arielle,1,w,1
Arin,1,w,1
Arnelia,1,w,1
Artemis,1,w,1
Arwen,1,w,1
Arya,1,w,1
Ashley,1,w,1
Ashot,1,w,1
Asia,1,w,1
Asija,1,w,1
Asmina,1,w,1
Assiyah,1,w,1
Atena,1,w,1
Atousa,1,w,1
Aura,1,w,1
Aurea,1,w,1
Aurélie,1,w,1
Avah,1,w,1
Avalena,1,w,1
Avelia,1,w,1
Avery,1,w,1
Awa,1,w,1
Aya,1,w,1
Ayesha,1,w,1
Aylia,1,w,1
Aylin,1,w,1
Aymina,1,w,1
Aysu,1,w,1
Azra,1,w,1
Aïssatou,1,w,1
Barbara,1,w,1
Bentley,1,w,1
Berline,1,w,1
Bernadette,1,w,1
Bettina,1,w,1
Betty,1,w,1
Bianca,1,w,1
Blanka,1,w,1
Blue,1,w,1
Bora,1,w,1
Brida,1,w,1
Bushra,1,w,1
Bảo,1,w,1
Cali,1,w,1
Camille,1,w,1
Carmen,1,w,1
Carolin,1,w,1
Catarina,1,w,1
Cathaleya,1,w,1
Catherine,1,w,1
Cecilia,1,w,1
Cecilie,1,w,1
Cecília,1,w,1
Celin,1,w,1
Celina,1,w,1
Celine-Maria,1,w,1
Celine,1,w,1
Chloé,1,w,1
Christina,1,w,1
Cilia,1,w,1
Cindy,1,w,1
Clarissa,1,w,1
Clementine,1,w,1
Coco-Marleen,1,w,1
Cécilia,1,w,1
Daiana,1,w,1
Daisy,1,w,1
Daja,1,w,1
Dal,1,w,1
Dalal,1,w,1
Dalía,1,w,1
Damla,1,w,1
Daniela,1,w,1
Deborah,1,w,1
Defne-Su,1,w,1
Defne,1,w,1
Delal,1,w,1
Delicia,1,w,1
Deniz,1,w,1
Dija,1,w,1
Dila,1,w,1
Diya,1,w,1
Diyana,1,w,1
Diện,1,w,1
Djenabou,1,w,1
Doan,1,w,1
Dunja,1,w,1
Dzemila,1,w,1
Dünya,1,w,1
Ealine,1,w,1
Ebba,1,w,1
Ece,1,w,1
Ediza,1,w,1
Edyta,1,w,1
Ekaterina,1,w,1
Ela,1,w,1
Elaf,1,w,1
Elaina,1,w,1
Elanie,1,w,1
Eleanora,1,w,1
Elenia,1,w,1
Elenie,1,w,1
Elifnur,1,w,1
Elodie,1,w,1
Elsa,1,w,1
Elsea,1,w,1
Elva,1,w,1
Elya,1,w,1
Eléa,1,w,1
Ema,1,w,1
Eman,1,w,1
Emelie,1,w,1
Emely,1,w,1
Emilie,1,w,1
Emilya,1,w,1
Emmi,1,w,1
Emmili,1,w,1
Enie,1,w,1
Enissa,1,w,1
Eslin,1,w,1
Etta,1,w,1
Evangeline,1,w,1
Evianne,1,w,1
Evy,1,w,1
Ewa,1,w,1
Eylül,1,w,1
Farida,1,w,1
Fatima-Lulua,1,w,1
Fatimah,1,w,1
Felicitas,1,w,1
Felicity,1,w,1
Felicja,1,w,1
Felizitas,1,w,1
Ferah,1,w,1
Fia,1,w,1
Fibi,1,w,1
Fiene,1,w,1
Filline-Emily,1,w,1
Finda,1,w,1
Finnja,1,w,1
Finya,1,w,1
Fjella,1,w,1
Fleur,1,w,1
Franciszka,1,w,1
Frea,1,w,1
Frida-Salome,1,w,1
Gabriela,1,w,1
Gerda,1,w,1
Ghefar,1,w,1
Gini,1,w,1
Giselle,1,w,1
Giulia,1,w,1
Glafira,1,w,1
Gloria,1,w,1
Golda,1,w,1
Gounou,1,w,1
Grace,1,w,1
Gregoria,1,w,1
Hadia,1,w,1
Hadil,1,w,1
Hadis,1,w,1
Hailey-Hope,1,w,1
Hailey-Janine,1,w,1
Hailey-Linn,1,w,1
Haily,1,w,1
Halia,1,w,1
Halima,1,w,1
Hally,1,w,1
Hanan,1,w,1
Hania,1,w,1
Hanni,1,w,1
Haya,1,w,1
Hedwig,1,w,1
Henrietta,1,w,1
Henriette,1,w,1
Hermine,1,w,1
Hilarya,1,w,1
Hilda,1,w,1
Hira,1,w,1
Holly,1,w,1
Hoor,1,w,1
Houyem,1,w,1
Hoàng,1,w,1
Hà,1,w,1
Hân,1,w,1
Hédi,1,w,1
Ibtisam,1,w,1
Ifunanya,1,w,1
Ila,1,w,1
Ilaya,1,w,1
Illiyeen,1,w,1
Ilse,1,w,1
Ilvie,1,w,1
Ilvy,1,w,1
Ima,1,w,1
Inaya,1,w,1
Inga,1,w,1
Ira,1,w,1
Irena,1,w,1
Isabela,1,w,1
Isioma,1,w,1
Isis,1,w,1
Islam,1,w,1
Islim,1,w,1
Iustina,1,w,1
Ivanna,1,w,1
Jakata,1,w,1
Janka,1,w,1
Janne,1,w,1
Jara,1,w,1
Jarla,1,w,1
Jeanne,1,w,1
Jemea,1,w,1
Jenna,1,w,1
Jessi,1,w,1
Jessica,1,w,1
Jihan,1,w,1
Jina,1,w,1
Johanna-Donatella,1,w,1
Johanne,1,w,1
Jola,1,w,1
Joleen,1,w,1
Jolie,1,w,1
Jonda,1,w,1
Josephin,1,w,1
Josi,1,w,1
Joséphine,1,w,1
Joulina-Rosé,1,w,1
Joumana-Leonie,1,w,1
Judita,1,w,1
Judy,1,w,1
Julie-Milaine,1,w,1
Julika,1,w,1
Kainaat,1,w,1
Kalia,1,w,1
Kami,1,w,1
Karine,1,w,1
Karlotta,1,w,1
Kataleja,1,w,1
Katie,1,w,1
Kayla,1,w,1
Kayra,1,w,1
Kelly,1,w,1
Khadijah,1,w,1
Khatalheya,1,w,1
Khánh,1,w,1
Kiara,1,w,1
Kimia,1,w,1
Kinaya,1,w,1
Klarissa,1,w,1
Kleo,1,w,1
Krisha,1,w,1
Kristin,1,w,1
Laetitia,1,w,1
Laila,1,w,1
Lani,1,w,1
Lanie,1,w,1
Lariana,1,w,1
Larissa,1,w,1
Layla,1,w,1
Le,1,w,1
Lea-Marie,1,w,1
Leah,1,w,1
Leandra-Paulina,1,w,1
Ledi,1,w,1
Lenia,1,w,1
Lenie,1,w,1
Lenka,1,w,1
Leona,1,w,1
Leu,1,w,1
Levia,1,w,1
Leyla,1,w,1
Leyna,1,w,1
Lezaveta,1,w,1
Lia-Marlene,1,w,1
Liese,1,w,1
Lilah,1,w,1
Lili,1,w,1
Lilian,1,w,1
Lilli-Leelou,1,w,1
Lilli,1,w,1
Lillie,1,w,1
Lin,1,w,1
Linh,1,w,1
Linnéa,1,w,1
Linéa,1,w,1
Lioba,1,w,1
